,data
565033,14.831
565034,17.026
565035,18.649
565036,20.336
565037,21.827
565038,23.014
565129,0.005
565130,0.009
565131,0.013
565132,0.009
565133,0.05
565134,0.191
565135,0.468
565144,5.415
565145,6.196
565146,7.039
565147,7.78
565148,8.333
565149,8.747
565150,8.908
565151,9.196
565152,9.379
565153,9.737
565154,10.118
565155,10.572
565156,10.919
565157,11.377
565158,11.735
565159,12.2
565160,12.928
565161,14.069
565162,15.413
565163,16.619
565164,17.917
565165,19.307
565166,20.641
565257,0.007
565258,0.016
565259,0.009
565260,0.022
565261,0.022
565262,0.162
565263,0.413
565264,0.949
565265,1.769
565266,2.684
565267,3.487
565272,5.206
565273,5.966
565274,7.01
565275,7.962
565276,8.614
565277,8.955
565278,9.147
565279,9.379
565280,9.434
565281,9.878
565282,10.291
565283,10.586
565284,11.113
565285,11.559
565286,11.742
565287,12.154
565288,12.54
565289,13.225
565290,13.822
565291,14.484
565292,15.325
565293,16.629
565294,18.495
565385,0.013
565386,0.008
565387,0.002
565388,0.02
565389,0.035
565390,0.126
565391,0.298
565395,2.972
565400,4.326
565401,5.34
565402,6.555
565403,7.893
565404,8.855
565405,9.197
565406,9.495
565407,9.554
565408,9.834
565409,10.07
565410,10.482
565411,10.895
565412,11.14
565413,11.547
565414,11.59
565415,11.998
565416,12.214
565417,12.377
565418,12.735
565419,12.984
565420,13.659
565421,15.068
565422,17.417
565514,0.012
565515,0.018
565516,0.022
565517,0.021
565518,0.117
565519,0.317
565529,4.615
565530,6.039
565531,7.521
565532,8.496
565533,9.019
565534,9.562
565535,9.734
565536,9.952
565537,10.173
565538,10.338
565539,10.799
565540,11.035
565541,11.388
565542,11.679
565543,11.789
565544,12.028
565545,12.026
565546,12.127
565547,12.231
565548,12.84
565549,14.239
565550,16.244
565644,0.011
565645,0.022
565646,0.141
565647,0.362
565657,4.311
565658,5.431
565659,6.568
565660,7.596
565661,8.564
565662,9.12
565663,9.616
565664,10.015
565665,10.262
565666,10.567
565667,10.639
565668,11.083
565669,11.242
565670,11.506
565671,11.601
565672,11.595
565673,11.492
565674,11.633
565675,11.596
565676,12.167
565677,13.368
565774,0.119
565786,5.213
565787,5.977
565788,6.762
565789,7.785
565790,8.549
565791,9.43
565792,10.017
565793,10.372
565794,10.643
565795,10.845
565796,11.293
565797,11.615
565798,11.495
565799,11.475
565800,11.161
565801,10.953
565802,10.759
565803,10.691
565804,11.034
565805,11.932
565917,7.413
565918,7.983
565924,11.787
565925,11.987
565926,11.9
565927,11.599
565928,11.372
565929,11.066
565930,10.774
565931,10.537
565932,10.545
565933,11.095
566053,11.222
566054,11.41
566055,11.67
566056,11.885
566057,11.715
566058,11.768
566059,11.678
566060,11.608
566183,11.19
566184,11.701
566185,11.85
566186,12.121
566187,12.433
580646,10.458
580647,13.686
580648,17.324
580649,20.968
580650,23.363
580771,8.464
580772,8.84
580773,9.574
580774,10.867
580775,12.774
580776,15.698
580777,18.867
580778,21.041
580779,22.645
580780,25.486
580889,4.492
580890,5.25
580891,5.894
580893,6.756
580894,7.522
580895,8.516
580896,9.057
580897,9.451
580898,9.741
580899,10.04
580900,10.35
580901,10.665
580902,11.323
580903,12.652
580904,14.813
580905,17.974
580906,20.362
580907,22.701
580908,25.373
580909,28.123
581007,0.734
581008,1.46
581016,4.692
581017,5.682
581018,6.405
581019,6.915
581020,7.325
581021,7.888
581022,8.601
581023,9.342
581024,9.797
581025,10.189
581026,10.266
581027,10.48
581028,10.712
581029,10.818
581030,11.321
581031,12.325
581032,14.316
581033,17.049
581034,19.929
581035,22.463
581036,25.497
581037,28.155
581038,29.32
581133,0.063
581134,0.259
581135,0.651
581136,1.436
581143,4.178
581144,5.044
581145,6.276
581146,6.947
581147,7.555
581148,8.118
581149,8.598
581150,9.151
581151,9.731
581152,9.905
581153,10.107
581154,10.49
581155,10.482
581156,10.677
581157,10.886
581158,11.178
581159,12.078
581160,13.741
581161,16.652
581162,19.52
581163,22.024
581164,25.299
581165,27.705
581166,28.703
581167,28.793
581261,0.021
581262,0.205
581263,0.604
581264,1.436
581270,3.838
581271,4.418
581272,5.323
581273,6.554
581274,7.362
581275,8.056
581276,8.665
581277,9.337
581278,9.787
581279,9.99
581280,10.1
581281,10.373
581282,10.581
581283,10.534
581284,10.89
581285,11.084
581286,11.344
581287,12.094
581288,13.873
581289,16.531
581290,19.577
581291,21.964
581292,24.777
581293,27.179
581294,28.448
581295,28.648
581387,0.012
581388,0.013
581389,0.068
581390,0.221
581391,0.582
581392,1.369
581396,3.92
581397,4.097
581398,4.279
581399,4.739
581400,5.781
581401,6.875
581402,7.68
581403,8.375
581404,8.919
581405,9.371
581406,9.77
581407,10.003
581408,10.15
581409,10.251
581410,10.577
581411,10.826
581412,11.014
581413,11.253
581414,11.599
581415,12.253
581416,13.746
581417,16.298
581418,19.149
581419,21.604
581420,23.935
581421,26.047
581422,27.598
581423,27.776
581513,0.016
581514,0.006
581515,0.023
581516,0.019
581517,0.047
581518,0.179
581519,0.524
581520,1.236
581523,4.033
581524,4.498
581525,4.769
581526,4.891
581527,5.322
581528,5.895
581529,6.779
581530,7.498
581531,8.207
581532,8.739
581533,9.097
581534,9.433
581535,9.546
581536,9.77
581537,10.076
581538,10.449
581539,10.593
581540,11.029
581541,11.322
581542,11.705
581543,12.289
581544,13.556
581545,15.556
581546,18.289
581547,20.487
581548,22.687
581549,24.723
581550,26.282
581551,26.254
581640,0.004
581641,0.005
581642,0.012
581643,0.006
581644,0.016
581645,0.031
581646,0.136
581647,0.406
581648,1.104
581649,1.993
581650,3.123
581651,4.086
581652,4.769
581653,5.059
581654,5.143
581655,5.465
581656,5.809
581657,6.623
581658,7.441
581659,8.344
581660,8.984
581661,9.476
581662,9.622
581663,9.811
581664,10.125
581665,10.37
581666,10.595
581667,10.967
581668,11.256
581669,11.519
581670,11.89
581671,12.153
581672,13.174
581673,14.726
581674,16.86
581675,18.603
581676,20.439
581677,22.591
581678,24.775
581679,25.006
581680,22.826
581768,0.003
581769,0.011
581770,0.015
581771,0.01
581772,0.026
581773,0.027
581774,0.095
581775,0.35
581776,0.872
581777,1.739
581778,2.669
581779,3.435
581780,3.969
581781,4.169
581782,4.272
581783,4.522
581784,4.986
581785,5.956
581786,7.29
581787,8.643
581788,9.526
581789,10.045
581790,10.228
581791,10.35
581792,10.606
581793,10.854
581794,10.918
581795,11.179
581796,11.382
581797,11.637
581798,11.868
581799,12.16
581800,12.749
581801,13.599
581802,14.848
581803,15.877
581804,17.604
581805,19.48
581806,21.781
581807,22.475
581897,0.006
581898,0.017
581899,0.007
581900,0.026
581901,0.027
581902,0.084
581903,0.319
581904,0.822
581907,2.788
581908,2.895
581909,3.108
581910,3.19
581911,3.43
581912,4.131
581913,5.291
581914,6.776
581915,8.304
581916,9.378
581917,9.889
581918,10.242
581919,10.514
581920,10.768
581921,10.849
581922,11.053
581923,11.182
581924,11.387
581925,11.646
581926,11.805
581927,12.078
581928,12.338
581929,12.73
581930,13.346
581931,13.919
581932,15.242
581933,17.154
581934,19.609
581935,20.724
582028,0.015
582029,0.02
582030,0.099
582031,0.32
582032,0.765
582039,2.938
582040,3.805
582041,4.898
582042,6.149
582043,7.352
582044,8.494
582045,9.372
582046,10.032
582047,10.554
582048,10.794
582049,10.978
582050,11.08
582051,11.206
582052,11.293
582053,11.347
582054,11.593
582055,11.773
582056,11.832
582057,11.924
582058,12.238
582059,12.556
582060,13.488
582061,15.391
582062,17.72
582157,0.029
582158,0.1
582159,0.237
582168,3.675
582169,4.895
582170,6.041
582171,6.86
582172,7.68
582173,8.731
582174,9.77
582175,10.428
582176,10.877
582177,11.035
582178,11.292
582179,11.501
582180,11.771
582181,11.758
582182,11.78
582183,11.664
582184,11.462
582185,11.421
582186,11.373
582187,11.379
582188,12.183
582189,13.815
582190,15.839
582287,0.204
582298,5.946
582299,6.591
582300,7.138
582301,8.134
582302,9.226
582303,10.186
582304,10.876
582305,11.271
582306,11.753
582307,12.175
582308,12.486
582309,12.73
582310,12.552
582311,12.161
582312,11.766
582313,11.6
582314,11.487
582315,11.425
582316,11.886
582317,13.149
582429,7.518
582430,8.215
582431,9.075
582433,10.696
582434,11.356
582435,11.938
582436,12.399
582437,12.737
582438,12.858
582439,12.825
582440,13.026
582441,13.097
582442,12.872
582443,12.924
582444,13.011
582445,13.45
582565,10.504
582566,11.573
582567,12.653
582568,13.592
582569,14.003
582570,14.401
582571,14.715
582572,14.586
582695,11.124
582696,11.69
582697,12.488
582698,13.38
582699,14.16
596900,8.436
596901,11.39
596902,14.548
596903,17.822
596904,21.109
596905,23.888
596906,26.057
597024,5.587
597025,6.503
597026,7.183
597027,8.076
597028,9.459
597029,11.63
597030,14.576
597031,18.896
597032,22.869
597033,26.038
597034,27.677
597035,28.343
597036,29.071
597145,3.238
597146,3.994
597147,4.676
597150,6.07
597151,7.021
597152,7.91
597153,8.706
597154,9.242
597155,9.676
597156,10.377
597157,11.417
597158,13.86
597159,17.418
597160,20.994
597161,24.212
597162,26.404
597163,27.838
597164,29.687
597165,31.054
597271,3.43
597272,4.238
597273,5.138
597274,5.857
597275,6.4
597276,6.951
597277,7.458
597278,8.289
597279,9.228
597280,9.801
597281,10.243
597282,10.502
597283,10.878
597284,11.101
597285,11.6
597286,12.786
597287,14.766
597288,17.439
597289,20.772
597290,23.405
597291,25.746
597292,28.706
597293,31.229
597294,31.94
597390,0.172
597391,0.547
597392,1.274
597393,2.27
597398,3.529
597399,4.107
597400,5.308
597401,6.318
597402,6.997
597403,7.547
597404,8.035
597405,8.536
597406,9.204
597407,9.954
597408,10.511
597409,10.806
597410,10.743
597411,10.967
597412,11.166
597413,11.317
597414,11.785
597415,12.981
597416,15.026
597417,18.103
597418,20.857
597419,24.04
597420,27.86
597421,30.752
597422,31.52
597423,30.975
597517,0.075
597518,0.196
597519,0.574
597520,1.3
597525,3.644
597526,3.806
597527,4.468
597528,5.646
597529,6.899
597530,7.542
597531,8.132
597532,8.546
597533,9.094
597534,9.649
597535,10.041
597536,10.414
597537,10.632
597538,10.753
597539,10.811
597540,10.988
597541,11.052
597542,11.406
597543,12.197
597544,13.98
597545,17.079
597546,20.162
597547,23.391
597548,27.221
597549,30.244
597550,31.547
597551,31.208
597644,0.008
597645,0.021
597646,0.158
597647,0.537
597648,1.257
597651,3.626
597652,3.784
597653,3.9
597654,4.091
597655,4.775
597656,6.038
597657,7.129
597658,7.949
597659,8.598
597660,9.126
597661,9.594
597662,10.045
597663,10.292
597664,10.431
597665,10.809
597666,10.724
597667,10.804
597668,10.969
597669,11.189
597670,11.36
597671,12.172
597672,13.964
597673,16.93
597674,20.338
597675,23.473
597676,26.865
597677,29.997
597678,31.331
597679,31.325
597680,30.212
597681,29.467
597770,0.012
597771,0.013
597772,0.011
597773,0.045
597774,0.148
597775,0.537
597776,1.234
597779,3.915
597780,4.217
597781,4.394
597782,4.614
597783,5.193
597784,6.187
597785,7.27
597786,8.107
597787,8.794
597788,9.375
597789,9.67
597790,9.993
597791,10.229
597792,10.329
597793,10.607
597794,10.668
597795,10.928
597796,11.044
597797,11.209
597798,11.427
597799,12.228
597800,14.032
597801,16.997
597802,20.469
597803,23.525
597804,26.448
597805,29.173
597806,31.334
597807,31.743
597808,30.356
597895,0.011
597896,0.006
597897,0.009
597898,0.022
597899,0.017
597900,0.022
597901,0.025
597902,0.163
597903,0.493
597904,1.288
597906,3.694
597907,4.533
597908,5.011
597909,5.283
597910,5.587
597911,5.8
597912,6.445
597913,7.231
597914,7.965
597915,8.479
597916,8.877
597917,9.173
597918,9.505
597919,9.716
597920,9.971
597921,10.104
597922,10.33
597923,10.647
597924,10.82
597925,11.088
597926,11.54
597927,12.159
597928,14.018
597929,16.777
597930,20.126
597931,23.026
597932,25.589
597933,28.131
597934,30.602
597935,31.116
597936,29.323
597937,27.942
598023,0.002
598024,0.011
598025,0.009
598026,0.007
598027,0.014
598028,0.018
598029,0.044
598030,0.148
598031,0.399
598032,1.091
598033,2.271
598034,3.486
598035,4.556
598036,5.316
598037,5.617
598038,5.725
598039,5.971
598040,6.46
598041,7.02
598042,7.908
598043,8.699
598044,9.305
598045,9.589
598046,9.851
598047,10.253
598048,10.201
598049,10.365
598050,10.63
598051,10.98
598052,11.273
598053,11.424
598054,11.876
598055,12.387
598056,13.846
598057,16.142
598058,19.207
598059,21.892
598060,24.477
598061,27.212
598062,29.682
598063,29.77
598064,27.563
598065,25.544
598151,0.004
598152,0.008
598153,0.004
598154,0.014
598155,0.026
598156,0.017
598157,0.036
598158,0.074
598159,0.305
598160,0.853
598162,2.924
598163,3.878
598164,4.479
598165,4.822
598166,4.983
598167,5.134
598168,5.626
598169,6.593
598170,7.925
598171,9.103
598172,9.817
598173,10.426
598174,10.663
598175,10.779
598176,10.996
598177,11.092
598178,11.116
598179,11.303
598180,11.436
598181,11.742
598182,12.085
598183,12.276
598184,13.486
598185,15.224
598186,17.76
598187,20.117
598188,22.741
598189,25.22
598190,28.208
598191,28.41
598192,26.275
598280,0.004
598281,0.006
598282,0.003
598283,0.01
598284,0.003
598285,0.02
598286,0.107
598287,0.281
598288,0.801
598291,2.929
598292,3.285
598293,3.424
598294,3.48
598295,3.817
598296,4.601
598297,5.874
598298,7.464
598299,8.83
598300,9.793
598301,10.354
598302,10.695
598303,10.942
598304,11.218
598305,11.266
598306,11.374
598307,11.282
598308,11.489
598309,11.698
598310,11.829
598311,12.156
598312,12.866
598313,14.038
598314,15.651
598315,17.35
598316,19.649
598317,22.452
598318,25.25
598319,26.163
598320,24.372
598411,0.01
598412,0.009
598413,0.037
598414,0.085
598415,0.269
598416,0.638
598420,2.418
598421,2.481
598422,2.61
598423,3.131
598424,4.223
598425,5.536
598426,6.878
598427,8.035
598428,8.955
598429,9.87
598430,10.493
598431,11.043
598432,11.232
598433,11.307
598434,11.378
598435,11.445
598436,11.511
598437,11.641
598438,11.781
598439,11.857
598440,12.25
598441,12.791
598442,13.708
598443,14.696
598444,16.566
598445,19.258
598446,22.069
598447,23.544
598541,0.035
598542,0.078
598543,0.227
598544,0.51
598550,2.049
598551,2.821
598552,4.293
598553,5.67
598554,6.801
598555,7.575
598556,8.494
598557,9.397
598558,10.438
598559,11.187
598560,11.691
598561,11.898
598562,11.969
598563,11.953
598564,12.046
598565,12.097
598566,11.98
598567,11.796
598568,11.769
598569,11.869
598570,12.276
598571,13.013
598572,14.29
598573,16.745
598574,19.569
598575,21.01
598670,0.046
598671,0.147
598672,0.362
598673,0.661
598679,2.476
598680,4.222
598681,5.858
598682,7.006
598683,7.745
598684,8.518
598685,9.317
598686,10.39
598687,11.479
598688,12.167
598689,12.733
598690,13.117
598691,13.328
598692,13.393
598693,13.187
598694,12.756
598695,12.367
598696,12.185
598697,12.207
598698,12.347
598699,12.902
598700,13.894
598701,16.049
598702,18.282
598808,3.365
598809,5.16
598810,6.437
598811,7.564
598812,8.313
598813,8.729
598814,9.639
598815,10.472
598816,11.464
598817,12.652
598818,13.56
598819,14.143
598820,14.24
598821,14.042
598822,13.958
598823,13.876
598824,13.801
598825,13.987
598826,14.653
598827,15.205
598828,15.803
598829,16.952
598939,5.808
598943,8.322
598944,8.882
598945,10.171
598946,11.086
598947,11.697
598948,12.182
598949,13.163
598950,14.024
598951,14.967
598952,15.746
598953,16.388
598954,17.157
598955,17.784
598956,17.751
598957,17.849
599076,9.551
599077,10.975
599078,12.571
599079,14.48
599080,15.66
599081,16.435
599082,16.553
599083,16.925
599084,17.087
599206,11.051
599207,12.079
599208,12.834
599209,13.275
599210,13.526
612978,0.0
613106,0.003
613147,3.086
613154,9.003
613155,10.428
613156,12.06
613157,13.906
613158,15.799
613159,17.696
613160,19.999
613161,22.62
613274,1.803
613275,1.934
613276,2.088
613277,2.473
613280,6.456
613281,8.122
613282,9.623
613283,11.202
613284,13.219
613285,16.302
613286,19.44
613287,21.781
613288,24.095
613289,26.732
613290,27.996
613291,28.28
613292,28.034
613400,1.804
613401,2.158
613402,2.523
613403,2.882
613404,3.071
613407,6.209
613408,7.758
613409,8.966
613410,9.998
613411,11.242
613412,13.397
613413,16.745
613414,20.639
613415,24.152
613416,27.198
613417,29.549
613418,31.05
613419,31.523
613420,31.618
613421,31.329
613526,2.167
613527,2.397
613528,2.861
613529,3.545
613530,4.529
613531,5.164
613532,5.581
613533,6.247
613534,7.07
613535,8.301
613536,9.314
613537,9.989
613538,10.692
613539,11.3
613540,12.476
613541,14.836
613542,18.446
613543,22.868
613544,27.147
613545,30.38
613546,32.554
613547,33.376
613548,33.7
613549,33.799
613550,33.177
613551,32.239
613653,2.731
613654,2.915
613655,3.426
613656,4.428
613657,5.448
613658,6.364
613659,6.969
613660,7.436
613661,7.915
613662,8.709
613663,9.705
613664,10.362
613665,10.684
613666,10.984
613667,11.21
613668,11.804
613669,12.948
613670,15.295
613671,18.965
613672,22.655
613673,26.004
613674,29.138
613675,31.207
613676,33.548
613677,35.154
613678,34.961
613679,33.827
613774,0.131
613775,0.458
613776,1.136
613777,2.098
613778,2.806
613780,3.388
613781,3.449
613782,3.611
613783,4.334
613784,5.558
613785,6.69
613786,7.43
613787,7.928
613788,8.322
613789,8.832
613790,9.432
613791,10.111
613792,10.641
613793,10.819
613794,11.054
613795,11.096
613796,11.423
613797,11.676
613798,12.735
613799,14.594
613800,17.107
613801,20.491
613802,23.887
613803,26.996
613804,30.958
613805,33.924
613806,34.471
613807,33.343
613808,31.943
613901,0.032
613902,0.162
613903,0.478
613904,1.174
613905,2.223
613906,3.016
613907,3.544
613908,3.72
613909,3.731
613910,3.998
613911,4.767
613912,6.042
613913,7.198
613914,7.926
613915,8.349
613916,8.759
613917,9.38
613918,9.848
613919,10.263
613920,10.558
613921,10.715
613922,10.997
613923,10.944
613924,11.063
613925,11.141
613926,11.607
613927,12.534
613928,14.69
613929,17.758
613930,21.199
613931,24.822
613932,29.356
613933,32.998
613934,34.215
613935,33.643
613936,31.876
613937,30.938
614028,0.028
614029,0.035
614030,0.162
614031,0.452
614032,1.168
614033,2.245
614034,3.221
614035,3.687
614036,4.007
614037,4.092
614038,4.385
614039,5.119
614040,6.403
614041,7.478
614042,8.328
614043,8.974
614044,9.395
614045,9.868
614046,10.237
614047,10.535
614048,10.676
614049,10.747
614050,10.845
614051,11.034
614052,11.01
614053,11.112
614054,11.331
614055,12.184
614056,14.176
614057,17.123
614058,20.972
614059,24.49
614060,28.753
614061,32.258
614062,33.73
614063,33.466
614064,32.522
614065,31.36
614066,30.362
614153,0.004
614154,0.01
614155,0.012
614156,0.021
614157,0.057
614158,0.152
614159,0.463
614160,1.196
614161,2.32
614162,3.486
614163,4.133
614164,4.565
614165,4.795
614166,5.03
614167,5.646
614168,6.685
614169,7.715
614170,8.521
614171,8.994
614172,9.518
614173,9.84
614174,10.09
614175,10.424
614176,10.587
614177,10.696
614178,10.703
614179,10.892
614180,11.092
614181,11.21
614182,11.556
614183,12.243
614184,14.012
614185,17.241
614186,21.201
614187,24.849
614188,28.318
614189,31.339
614190,33.543
614191,34.209
614192,33.096
614193,31.755
614194,30.6
614278,0.003
614279,0.008
614280,0.005
614281,0.005
614282,0.004
614283,0.016
614284,0.017
614285,0.034
614286,0.136
614287,0.483
614288,1.255
614289,2.584
614290,3.921
614291,4.961
614292,5.509
614293,5.733
614294,5.945
614295,6.316
614296,6.806
614297,7.534
614298,8.192
614299,8.735
614300,9.168
614301,9.36
614302,9.697
614303,9.92
614304,10.084
614305,10.07
614306,10.39
614307,10.618
614308,10.806
614309,11.158
614310,11.499
614311,12.138
614312,13.933
614313,17.243
614314,21.072
614315,24.508
614316,27.541
614317,30.553
614318,32.965
614319,33.967
614320,33.667
614321,32.255
614322,31.204
614406,0.003
614407,0.018
614408,0.002
614409,0.012
614410,0.01
614411,0.008
614412,0.012
614413,0.045
614414,0.164
614415,0.415
614416,1.101
614417,2.434
614418,3.836
614419,4.999
614420,5.736
614421,6.043
614422,6.237
614423,6.435
614424,6.803
614425,7.497
614426,8.203
614427,8.964
614428,9.454
614429,9.899
614430,10.097
614431,10.185
614432,10.311
614433,10.516
614434,10.701
614435,10.893
614436,11.123
614437,11.46
614438,11.665
614439,12.353
614440,14.071
614441,17.154
614442,20.984
614443,24.085
614444,26.812
614445,29.519
614446,32.508
614447,33.734
614448,33.001
614449,31.982
614450,30.196
614534,0.005
614536,0.004
614537,0.005
614538,0.012
614539,0.027
614540,0.016
614541,0.016
614542,0.094
614543,0.311
614544,0.854
614545,1.948
614546,3.171
614547,4.229
614548,4.91
614549,5.378
614550,5.534
614551,5.804
614552,6.228
614553,7.103
614554,8.373
614555,9.461
614556,10.206
614557,10.519
614558,10.953
614559,11.083
614560,11.13
614561,11.22
614562,11.279
614563,11.391
614564,11.596
614565,11.619
614566,12.127
614567,12.548
614568,13.971
614569,16.678
614570,20.009
614571,22.944
614572,25.784
614573,28.903
614574,32.118
614575,33.243
614576,31.841
614577,30.283
614578,28.542
614663,0.006
614664,0.008
614665,0.001
614666,0.01
614667,0.012
614668,0.001
614669,0.019
614670,0.073
614671,0.245
614672,0.695
614673,1.521
614674,2.464
614675,3.131
614676,3.587
614677,3.799
614678,3.98
614679,4.4
614680,5.137
614681,6.382
614682,7.995
614683,9.252
614684,10.158
614685,10.691
614686,11.071
614687,11.31
614688,11.309
614689,11.539
614690,11.527
614691,11.476
614692,11.513
614693,11.661
614694,11.919
614695,12.343
614696,13.423
614697,15.489
614698,18.553
614699,21.392
614700,24.358
614701,27.687
614702,31.039
614703,31.669
614704,30.209
614705,28.004
614706,25.882
614795,0.005
614796,0.013
614797,0.006
614798,0.076
614799,0.192
614800,0.54
614803,2.257
614804,2.385
614805,2.473
614806,2.766
614807,3.34
614808,4.546
614809,5.918
614810,7.335
614811,8.333
614812,9.313
614813,10.115
614814,10.706
614815,11.11
614816,11.34
614817,11.473
614818,11.27
614819,11.441
614820,11.364
614821,11.477
614822,11.645
614823,11.806
614824,12.744
614825,14.245
614826,16.404
614827,18.85
614828,21.554
614829,25.129
614830,28.389
614831,29.482
614832,27.81
614833,25.173
614925,0.014
614926,0.06
614927,0.183
614928,0.41
614930,1.294
614931,1.562
614932,1.682
614933,1.783
614934,2.144
614935,3.051
614936,4.662
614937,6.073
614938,7.192
614939,7.863
614940,8.735
614941,9.787
614942,10.624
614943,11.406
614944,11.915
614945,12.06
614946,12.045
614947,12.044
